Thời gian xảy ra tai nạn,Ngày xảy ra tai nạn,Quận/Huyện,Phường/Xã,Loại đường,Số người chết,Số người bị thương,Số người thương nặng,Số người thương nhẹ,Nhóm PT1,Phương tiện 1,Nhóm PT2,Phương tiện 2,Thiệt hại ước tính (triệu đồng),Phân loại tai nạn,Tình trạng thời tiết,Hình thức va chạm,Dạng đường,Loại mặt đường,Độ rộng đường,Tình trạng mặt đường,Tổ chức giao thông,Vòng xuyến,Nguyên nhân và Lỗi vi phạm
1:45:00,3/12/2021,Củ Chi,Bình Mỹ,Đường huyện - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Ô tô chở hàng (Ô tô tải),4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:45:00,2/12/2021,Thủ Đức,Linh Xuân,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Tải đông lạnh,20,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:30:00,2/12/2021,Bình Tân,Bình Hưng Hòa B,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
22:30:00,2/12/2021,Củ Chi,Tân An Hội,Đường xã - Nông thôn,0,0,0,0,Ô tô con,Ô tô con pickup,,,4,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Nhỏ hơn 3,5m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:00:00,2/12/2021,4,13,Đường tỉnh - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô con,Ô tô con,4,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
21:40:00,2/12/2021,9,Tăng Nhơn Phú A,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
20:30:00,2/12/2021,12,Thạnh Xuân,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4.5,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
19:55:00,2/12/2021,Thủ Đức,Bình Chiểu,Quốc lộ - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
19:50:00,2/12/2021,9,Long Trường,Đường huyện - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,PT đường bộ khác,Xe có kết cấu tương tự,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
19:25:00,2/12/2021,12,Thạnh Lộc,Quốc lộ - Nội thị,0,0,0,0,Ô tô tải,Tải tự đổ,Ô tô con,Ô tô con,4,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Chuyển hướng không đúng quy định']"
2:00:00,2/12/2021,1,Đa Kao,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh,,,1,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Không,['Không chú ý quan sát']
1:30:00,2/12/2021,2,An Lợi Đông,Đường tỉnh - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh dưới 50cm3,,,2,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông xi măng,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
22:30:00,1/12/2021,Bình Chánh,Vĩnh Lộc B,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
21:50:00,1/12/2021,7,Bình Thuận,Đường tỉnh - Nội thị,0,0,0,0,Ô tô con,Ô tô con pickup,,,4,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,,"Lớn hơn 19,5m",Khô,,Không,['Không chú ý quan sát']
19:10:00,1/12/2021,Hóc Môn,Thới Tam Thôn,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
18:05:00,1/12/2021,2,Thảo Điền,Đường huyện - Nội thị,0,0,0,0,Ô tô khách,Ô tô khách,Ô tô con,Ô tô con,0,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
11:50:00,1/12/2021,Tân Phú,Hòa Thạnh,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,1,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
7:45:00,1/12/2021,12,Thới An,Quốc lộ - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,1,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Không chấp hành báo hiệu đường bộ', 'Không thực hiện đúng quy trình thao tác lái xe']"
0:15:00,1/12/2021,Tân Bình,4,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô con,Ô tô con,4,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
22:30:00,30/11/2021,Bình Tân,Bình Hưng Hòa B,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:10:00,30/11/2021,9,Hiệp Phú,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,10,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,,Không,['Chuyển hướng không đúng quy định']
19:50:00,30/11/2021,10,6,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",,1,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
16:10:00,30/11/2021,2,Thạnh Mỹ Lợi,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Đầu kéo,Ô tô con,Ô tô con pickup,4,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Lùi xe không đúng quy định']
16:00:00,30/11/2021,2,An Phú,Đường tỉnh - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,1,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,Cong cua - Cầu,,,,,Không,['Không chấp hành báo hiệu đường bộ']
16:00:00,30/11/2021,Hóc Môn,Tân Hiệp,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Ô tô tải,3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
9:00:00,30/11/2021,2,Cát Lái,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Tải có mui,Ô tô con,Ô tô con,4,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Lùi xe không đúng quy định']
0:15:00,30/11/2021,Tân Phú,Tân Thới Hòa,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Tải thùng kín,24,Ít nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Không chấp hành quy định nhường đường tại nơi giao nhau']
23:45:00,29/11/2021,Bình Chánh,Tân Kiên,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,3,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
22:00:00,29/11/2021,Bình Thạnh,26,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
21:30:00,29/11/2021,Bình Thạnh,25,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,PT đường bộ khác,C.dùng khác,0,Va chạm giao thông,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Nhỏ hơn 3,5m",Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
16:45:00,29/11/2021,Thủ Đức,Tam Bình,Quốc lộ - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô tải,Ô tô tải,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
15:30:00,29/11/2021,12,Đông Hưng Thuận,Quốc lộ - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Tải thùng kín,0,Nghiêm trọng,Râm,Xe với xe,,,,,,Không,['Vượt xe không đúng quy định']
5:00:00,29/11/2021,Bình Chánh,Tân Quý Tây,Quốc lộ - Nông thôn,0,0,0,0,Ô tô khách,Ô tô Khách từ 46 chỗ trở lên,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
22:30:00,28/11/2021,Bình Tân,Bình Hưng Hòa A,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,1,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
16:30:00,28/11/2021,Bình Tân,Bình Hưng Hòa B,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô tải,2,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
16:05:00,28/11/2021,Bình Chánh,Tân Nhựt,Đường huyện,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,3,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
15:55:00,28/11/2021,Bình Thạnh,3,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chấp hành báo hiệu đường bộ']
11:00:00,28/11/2021,4,13,Đường tỉnh - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
1:15:00,28/11/2021,Nhà Bè,Long Thới,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
23:00:00,27/11/2021,9,Long Bình,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô con,Ô tô con,3.5,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:20:00,27/11/2021,Bình Chánh,Vĩnh Lộc B,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,3,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
19:50:00,27/11/2021,7,Phú Mỹ,Đường huyện - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Mô tô 3 bánh,4,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
16:20:00,27/11/2021,12,An Phú Đông,Quốc lộ,1,0,0,0,"Mô tô, xe máy",Hai bánh,Ô tô tải,Đầu kéo,4,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
16:15:00,27/11/2021,11,5,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Sử dụng bia rượu quá nồng độ quy định', 'Mệt mỏi, ngủ gật']"
7:30:00,27/11/2021,9,Long Thạnh Mỹ,Đường huyện - Nội thị,0,1,0,1,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,4,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Ướt trơn,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:40:00,26/11/2021,9,Long Bình,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,4,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông xi măng,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:10:00,26/11/2021,Nhà Bè,Phước Kiển,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Ô tô tải,4,Va chạm giao thông,Đêm tối,Xe với xe,,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
21:57:00,26/11/2021,Bình Chánh,Đa Phước,Quốc lộ - Nội thị,0,2,0,2,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,1,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
20:40:00,26/11/2021,7,Bình Thuận,Đường huyện,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
20:15:00,26/11/2021,2,Bình Trưng Đông,Đường tỉnh - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Đầu kéo,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng - Cầu,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Không chú ý quan sát', 'Dừng, đỗ xe trên đường bộ không đúng quy định']"
19:00:00,26/11/2021,10,1,Đường tỉnh - Nội thị,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
12:50:00,26/11/2021,1,Tân Định,Đường huyện - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
12:45:00,26/11/2021,2,An Phú,Đường tỉnh,0,1,0,1,"Mô tô, xe máy",Hai bánh,,,4,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông xi măng,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:55:00,25/11/2021,2,Thảo Điền,Đường tỉnh - Nội thị,1,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,8,Nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
20:45:00,25/11/2021,Củ Chi,Củ Chi,Quốc lộ - Nội thị,1,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
19:20:00,25/11/2021,Thủ Đức,Linh Đông,Đường huyện - Nội thị,0,1,1,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
15:40:00,25/11/2021,9,Phú Hữu,Đường tỉnh - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô con,Ô tô con,50,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Có,['Không chú ý quan sát']
14:30:00,25/11/2021,Phú Nhuận,2,Đường tỉnh - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Vượt xe không đúng quy định']
14:20:00,25/11/2021,Hóc Môn,Xuân Thới Sơn,Đường huyện - Nội thị,1,0,0,0,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Gồ ghề,Bê tông nhựa,"Từ 9,0m đến 13,0m",Đang sửa,Đường hai chiều,Không,['Vượt xe không đúng quy định']
13:15:00,25/11/2021,2,An Lợi Đông,Đường tỉnh,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
11:30:00,25/11/2021,1,Đa Kao,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),,,2,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,['Không chú ý quan sát']
21:30:00,24/11/2021,Bình Tân,Bình Hưng Hòa B,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
15:30:00,24/11/2021,2,Cát Lái,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Tải thùng,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chấp hành quy định nhường đường tại nơi giao nhau']
11:00:00,24/11/2021,2,Thủ Thiêm,Đường tỉnh,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường hai chiều,Không,['Không chấp hành báo hiệu đường bộ']
3:30:00,24/11/2021,12,Thới An,Quốc lộ - Nội thị,0,0,0,0,Ô tô con,Ô tô con,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
19:20:00,23/11/2021,Thủ Đức,Hiệp Bình Chánh,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0.5,Va chạm giao thông,Râm,Phương tiện tự gây tai nạn,Thẳng - Gồ ghề,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
8:50:00,23/11/2021,Tân Bình,14,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,6,Ít nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
14:18:00,22/11/2021,Bình Chánh,Vĩnh Lộc A,Đường xã - Nông thôn,0,1,0,1,Ô tô tải,Tải có mui,"Mô tô, xe máy",Hai bánh từ 50-175cm3,3,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,['Lỗi và nguyên nhân khác']
